,0
642,- - 소매가 조금 짧네요?
643,- - 이거 밖에는 인조 퍼예요?
644,- - 아 이게 양모예요?
645,- - 가격도 좀 있겠네요
646,- - 입다가 수선 가능한가요?
647,- - 음 현금해도 가격 똑같아요?
648,- - 가격대가 좀 그러니까 쉽게 결정은 못하겠다
649,- - 회색 한가지예요?
650,- - 저거 학생들 입기에 디자인이 괜찮은가요?
651,- - 얼마예요?
652,- - 이거는 드라이 해줘야 돼요?
653,- - 손빨래도 가능한가요?
654,- - 여기 택에 붙은 가격이에요?
655,- - 이거는 세일 안하나보네요?
656,- - 이쪽은 할인되는건가요?
657,- - 우리 딸 사줄려고 하는데요
658,- - 이거는 색 베이지밖에 없어요?
659,- - 이거 제품마다 할인율이 다 다르죠?
660,- - 이거는 검은색 하나밖에 없어요?
661,- - 이거 물빨래 해도 되나요?
662,- - 이거는 봄 신상이죠?
663,- - 이거는 색깔 베이지 하나밖에 없나요?
664,- - 이건 좀 너무 얇나요?
665,- - 이거는 50프로 할인하는 거에요?
666,- - 이거는 너무 나이들어 보이겠죠? 추천 좀 해 주세요
667,- - 코트 얇은 거 찾으세요?
668,- - 얼마인데요 이거는?
669,- - 오십프로 된거에요?
670,- - 회색은 어딨어요?
671,- - 사이즈는 55네요?
672,- - 요거는 색 검은색만 있어요?
673,- - 한 번 입어보세요
674,- - 이게 스판끼가 좀 있네요?
675,- - 소재가 뭐에요?
676,- - 내나 뭐 드라이 해야되겠다 그지예?
677,- - 따뜻한가요 이거?
678,- - 요거는 연베이지 이거밖에 없어요 색깔?
679,- - 니트 이것도 핑크색 밖에 없어요?
680,- - 요건 얼마에요?
681,- - 여기 일요일도 해요?
682,- - 이건 얼마에요? 글자에 써진 가격이에요?
683,- - 여기는 이월 매장이에요? 그러면 재작년거에요?
684,- - 이런거는 겨울옷인가요?
685,- - 컬러가 두 가지에요?
686,- - 이거는 운동복이에요?
687,- - 이게 그러면 칠만구천원이면 오십프로인가
688,- - 엉덩이 좀 더 덮는 거 없어요?
689,- - 이거는 얼마에요?
690,- - 이거는 봄옷인가요?
691,- - 이런 바지는 얼마인가요?
692,- - 이거는 할인 안되죠? 수선도 안되나요?
693,- - 한 번 입어봐도 될까요?
694,- - 티셔츠 종류는 뭐가 있나요?
695,- - 이런거는 얼마에요?
696,- - 원피스 종류는 어떤 게 있나요?
697,- - 세탁은 어떻게 하나요?
698,- - 사이즈는 얼마에요?
699,- - 행사상품인가요?
700,- - 이건 얼마인가요?
701,- - 한 번 입어보세요
702,- - 남방 종류는 다른 거는 없나요?
703,- - 봄 조끼 종류는 어디 있어요?
704,- - 검은조끼는 얼마에요?
705,- - 세탁은 어떻게 하나요?
706,- - 여기 앞에 베이지색 니트 원피스 이거는 울인가요?
707,- - 이것도 입으면 보풀은 일어나죠?
708,- - 지금 겨울용품 세일하는 건가요?
709,- - 이거는 지금 가격이 어떻게 돼요?
710,- - 아 이게 일자라인이죠?
711,- - 이게 많이 파였어요?
712,- - 티셔츠 좀 보려구요
713,- - 아이보리 니트 이거는 길이가 어느 정도 돼요?
714,- - 긴 티를 찾으세요?
715,- - 체형이 어떻게 돼요?
716,- - 위에는 오오사이즈 입어요
717,- - 밑에 청바지 같은 거 입고 입으면 되겠죠?
718,- - 롱스커트하고 입어도 괜찮죠?
719,- - 스커트 어떤 건데요 체크?
720,- - 이거 그러면 드라이 해야돼요?
721,- - 이거는 얼마 정도 해요?
722,- - 이거는 요새 입는 거에요?
723,- - 이게 연분홍이네요?
724,- - 그런데 이거 진주인가 이거 빠지지 않아요?
725,- - 이게 프리 사이즈인가요?
726,- - 예 현금하면 천원빠진다고 했죠?
727,- - 요거 스트라이프 베스트 이거 겨울용인가보다 그죠?
728,- - 이거 옷이 되게 반듯해보인다 모직인가보다 그죠?
729,- - 아 봄에도 입어도 된다 그죠?
730,- - 약간 정장스타일이네요 그죠?
731,- - 알겠습니다 저거는 얼마정도 해요?
732,- - 현금카드 똑같아요?
733,- - 이거 봄신상이에요?
734,- - 코트 말씀이신가요?
735,- - 체크가 유행인가보네요?
736,- - 이거 한 사십대 오십대가 입어도 되나요?
737,- - 이거는 가격대가 어느정도 돼요?
738,- - 세일해서 이십구만원이요 몇 프로 할인된 거에요?
739,- - 남자들 보통 무릎까지는 오죠?
740,- - 여자인 나도 같이 입어도 될거 같은데요?
741,- - 이 트렌치코트 봄신상이에요?
742,- - 한 번 입어볼 수 있어요?
743,- - 사이즈 백 하시면 돼요?
744,- - 남자들 봄 코트 좀 볼 수 있을까요?
745,- - 아 이거는 좀 두께가 적당하네 이거는 속겹이 좀 있어요?
746,- - 백사이즈 한번 줘보세요
747,- - 백오하셔야 될 것 같은데요?
748,- - 늘어나는 그런 맛도 없네 스판은 없어요?
749,- - 봄 자켓 있어요?
750,- - 내피가 두껍게 있네요?
751,- - 그런데 이게 구김도 아닌 것이 왜 이렇게 쭈글쭈글해요?
752,- - 가격은 얼마에요?
753,- - 좀 더 점잖은 거 없어요?
754,- - 이게 조금 더 정장스러운 데 어떠세요?
755,- - 이 가디건 이거는 앙고라 섞인 거에요?
756,- - 이건 어떨까요?
757,- - 한 번 입어봐도돼요?
758,- - 이거는 지금 얼마에요?
759,- - 아 작년 봄 옷인가보네요
760,- - 프리사이즈다 그죠?
761,- - 이거는 원피스 형으로 나온 거에요?
762,- - 허리 묶는 거에요?
763,- - 이거는 가격이 얼마에요?
764,- - 청바지랑 같이 입어도 되겠다 그죠?
765,- - 남방스타일이다 그죠?
766,- - 여기 여학생 티셔츠 맞아요?
767,- - 요즘에는 색상이 어떤 거 많이 입어요?
768,- - 여학생이죠?
769,- - 청바지에요 이거는 가격이 어떻게 해요?
770,- - 이거는요?
771,- - 음 기장은 이게 더 기네요 그죠?
772,- - 할아버지들 입는 잠바 보려고 하는데요
773,- - 음 체격이 어떠세요?
774,- - 그러면 소재가 패딩이에요?
775,- - 이거는 가격이 얼만데요?
776,- - 카키도 있네요?
777,- - 카키는 얼만데요?
778,- - 엄마들 입는 잠바 보려는데요
779,- - 엄마 연세가 어떻게 돼요?
780,- - 그런 색깔은 별로 안좋아하고 밝은 색 좋아하거든요
781,- - 저런 티셔츠는 얼마에요?
782,- - 좀 커보인다?
783,- - 이거는 앙고라가 섞여 있는 거에요?
784,- - 바지 같은 거는 어떤 거 있어요?
785,- - 이 코트 사이즈가 어떻게 돼요?
786,- - 어떤 거요 앞에 노란코트요?
787,- - 세일하나요 겨울제품은?
788,- - 저거는 얼마죠?
789,- - 세일해서?
790,- - 니트 종류는 뭐 있어요?
791,- - 니트는 저 앞 쪽에 있어요 겨울꺼 보시는 거에요?
792,- - 너무 달라붙는거 말고 없어요?
793,- - 네 고객님이 입으시면 좀 달라붙는데 완전히 헐렁한 거 찾으세요?
794,- - 이것도 세일합니까?
795,- - 목 폴라티 같은 거 있어요?
796,- - 지금 세일하는 것들 얼마 안남았어요 달라붙는 티를 찾으세요?
797,- - 색깔은 까만 색은 없나봐요?
798,- - 삼십프로 하면 얼마에요?
799,- - 코트는 얼마에요?
800,- - 신상은 언제 들어와요?
801,- - 겨울 상품 세일하나요?
802,- - 요런거 핸드메이드에요?
803,- - 세일은 얼마나?
804,- - 아 그래요 이런 거 검은 색 있으면 좋겠다
805,- - 기장이 좀 큰데?
806,- - 세일은 그러면 물건 정리될 때까지 계속하실거란거죠?
807,- - 이거는 핸드메이드에요?
808,- - 코트 이런 것들은 가격이 얼마에요?
809,- - 그런데 이런 거는 천이 모직인데 두껍기도 하고 무거울 거 같은데?
810,- - 안에 솜 들었네요?
811,- - 짧은거 이런 거는 얼만데요?
812,- - 모직 코트는 어디 있어요?
813,- - 모직 코트요?
814,- - 네이비네요 저런 건 너무 두꺼워 보인다고 해야되나?
815,- - 모직 코트 있어요?
816,- - 아 핸드메이드 종류는 없어요?
817,- - 목티같은 거는?
818,- - 얇은 것은 있는데 두꺼운 거 찾으세요 혹시?
819,- - 아이보리색 이거는 가격이 어떻게 되요?
820,- - 이거 사이즈 좀 안될 거 같다 내가 보니
821,- - 보기에 이게 천이 좋아보이네
822,- - 검은색 이거는 좀 작겠죠?
823,- - 목선이 이렇게 돼 있는거 큰 게 없나요?
824,- - 이거는 봄신상인가봐요?
825,- - 핸드메이드 이거는 가격이 어떻게 돼요 검은 색?
826,- - 혹시 디자인이 버튼이 롱 롱 되있는거 있나?
827,- - 소매 없는 이런 코트는 어떻게 해요?
828,- - 이런 목티는 얼마씩 해요?
829,- - 가격이 좀 세네요
830,- - 얼마라 그랬어요?
831,- - 내가 체격이 좀 있어서 혹시 핸드메이드는 없나요?
832,- - 폴라티인데 좀 두꺼운 폴라티 있나요?
833,- - 두꺼운거요?
834,- - 이것은 너무 두꺼울까요?
835,- - 사이즈는 넉넉하죠?
836,- - 면티같은 거 이런 거는 가격은 어떻게 돼요?
837,- - 이게 다 봄옷이에요?
838,- - 지금 겨울 옷은 없어요?
839,- - 이런 모직 소재도 봄옷인가요?
840,- - 찾는 스타일 있으세요?
841,- - 티셔츠에 프릴 달린 거는 뭐랑 입으면 돼요?
842,- - 뭐 특별히 찾으시는 게 있으세요?
843,- - 이런 블라우스 종류 아니면 이런 남방 종류도 잘 나갑니다 어떠세요?
844,- - 이런 거는 얼마에요?
845,- - 저처럼 키가 작은 사람들은 어떻게 입어요?
846,- - 제가 엉덩이가 좀 커서 기장이 좀 길었으면 하는데
847,- - 여기 밖에 있는 이거 안에 포장된 거 있어요?
848,- - 사이즈 뭐 필요하신데요?
849,- - 몇 개 필요하세요?
850,- - 엠보다 더 작은 거는 있어요?
851,- - 그러면 세 장하고 카드하면 가격이 얼만데요?
852,- - 그러면 엠사이즈로 세 장 주세요
853,- - 누가 입으세요?
854,- - 피팅룸 있어요?
855,- - 영수증 드릴까요?
856,- - 하나는 입고 나머지는 포장해 가실 건가요?
857,- - 화장실은 어디 있나요?
858,- - 전부 다 오십 프로에요?
859,- - 남자 옷 맞죠?
860,- - 어떤 거 찾으세요?
861,- - 이런 것도 오십 프로 하나요?
862,- - 이런 것도 남자들이 입나요?
863,- - 이 후드티 프린트된 거 말고 있나요?
864,- - 이거는 칠부인가요?
865,- - 이거는 봄상품 같은데 할인을 하네요?
866,- - 이 후드티는 얼마에요? 이거는 정가예요?
867,- - 이 색 말고는 없나요?
868,- - 후드 말고는 없나요?
869,- - 이 제품도 있는데 어떠세요?
870,- - 이런 조끼는 안에 뭐 들었어요?
871,- - 이런 거는 다 드라이 맡겨야 되죠?
872,- - 찾으시는 거 있으세요?
873,- - 봄 상품으로 찾으세요?
874,- - 이제 겨울 거는 들어간다고 할인하는 거예요?
875,- - 이월 상품은 언제 거예요?
876,- - 아울렛이에요?
877,- - 골프웨어 좀 길게 나온 게 있나요?
878,- - 이렇게 치마같이 나온 거는 뭐예요?
879,- - 그러면 바지 종류는 뭐 있어요?
880,- - 이렇게 매끌매끌한 거를 뭐라고 해요?
881,- - 물 빨래 해도 되나요?
882,- - 지금 이거는 얼마에요?
883,- - 여기는 브랜드가 뭐에요?
884,- - 조금 더 저렴한 거는 뭐 있어요?
885,- - 이런 건 면바지네요?
886,- - 이것도 여성 제품이에요?
887,- - 사계절 모자는 없나요?
888,- - 모자는 가격이 어느 정도 하나요?
889,- - 할인 같은 거는 없어요?
890,- - 정장 바지인데요 혹시 기모 들어가 있는 거 있어요?
891,- - 색상은 뭐 있어요?
892,- - 이 사이즈는 얼마 정도 하는데요?
893,- - 혹시 사고 반품은 안되겠죠?
894,- - 이 코트는 사이즈가 어떻게 돼요?
895,- - 이거는 얼마예요?
896,- - 이거 드라이 맡겨도 돼요?
897,- - 색깔은 뭐 있어요?
898,- - 저거는 얼마예요?
899,- - 한 번 입어보세요
900,- - 이거 현금으로 하면 더 싸요?
901,- - 저거는 얼마에요?
902,- - 이거는 뭘로 돼 있는 거예요?
903,- - 고무줄 자국 안 나는 거 있어요?
904,- - 누가 입으실 겁니까?
905,- - 이게 신으면은 흘러내리지는 않아요?
906,- - 제가 신은 이런 양말은 없나요?
907,- - 이거는 남자 거예요?
908,- - 색상이 이렇게 두 개 밖에 없어요?
909,- - 이거는 얼마예요?
910,- - 수면양말 긴 거는 없어요?
911,- - 토시는 어떤 건데요?
912,- - 실내화 남자 거 저게 제일 큰 거예요?
913,- - 이거는 얼만데요?
914,- - 일단 이거만 살게요
915,- - 엄마들 입을 건데요 좀 밝은 색으로요
916,- - 기장은 좀 짧고 옆으로 좀 큰 거 있어요?
917,- - 사이즈는 어떻게 되시는데요?
918,- - 바지는 어떤 거 있어요?
919,- - 사이즈가 어떻게 되는데요?
920,- - 이거는 얼마예요?
921,- - 네 그러면 살게요
922,- - 현금영수증 줘요
923,- - 아들 입을 거 한 번 보려고요
924,- - 허리 사이즈가 어떻게 되는데요?
925,- - 그거 한 번 보여줘 보세요
926,- - 나이가 어떻게 되는데요?
927,- - 이거는 허리가 몇인데요?
928,- - 그러면요 샀다가 바꾸러 오면 좀 그렇겠죠?
929,- - 이거는 얼마예요?
930,- - 이거 쓰리 엑스라지에요?
931,- - 이거 겨울 바지예요?
932,- - 이런 거는 얼마예요?
933,- - 좀 입어봐도 될까요?
934,- - 이거는 얼마예요?
935,- - 이거 드라이해야 해요?
936,- - 이런 바지는 저한테 사이즈가 몇이면 돼요?
937,- - 엄마들 거는 어디 있어요?
938,- - 색깔은 뭐 있어요?
939,- - 입어볼 수 있어요?
940,- - 카드 돼요?
941,- - 환불은 돼요?
942,- - 교환하려면 영수증 필요해요?
943,- - 이 티셔츠는 뭔데 두 장에 만 원이에요?
944,- - 다른 것도 세일해요?
945,- - 이거는 신상이라서 세일 안 하고요?
946,- - 이 니트 원피스는 얼마에요?
947,- - 이게 무릎이 나오지 않을까요?
948,- - 이거는 드라이해야 돼요?
949,- - 색깔 뭐 있어요?
950,- - 와인색은 없나요?
951,- - 그러면 이만 원짜리 이거 어떠세요?
952,- - 몸뻬 바지 저런 거는 어떻게 해요?
953,- - 이거는 색상이 지금 뭐 뭐 있어요?
954,- - 지금 입기 좋은 통바지 같은 거는 없어요?
955,- - 이거는 소재가 뭐예요?
956,- - 얼마예요?
957,- - 이 티셔츠는 프리에요?
958,- - 한 번 입어보세요
959,- - 이 조끼는 얼마예요?
960,- - 색상이 이거밖에 없어요?
961,- - 이 코트는 얼마예요?
962,- - 겨울 옷은 없나요?
963,- - 이거는 얼마예요?
964,- - 사이즈는 어떻게 돼요?
965,- - 짧은 걸 좀 보려고 왔는데
966,- - 이거는 얼만데요?
967,- - 이거 입으면 엉덩이가 나오지요?
968,- - 이런 거는 얼마예요?
969,- - 엄마들 세타 이런 거 검정으로 있어요?
970,- - 파란 거 찾는데
971,- - 이런 거는 사이즈가 프리에요?
972,- - 이거 사이즈 큰 거 없어요?
973,- - 사이즈 삼십팔이 입을만한 옷은 뭐가 있어요?
974,- - 나이가 어떻게 되시는데요?
975,- - 덧신 이게 다예요?
976,- - 겨울에 양모 들어간 거 있던데?
977,- - 좀 더 예쁜 거 하트 들어간 거 있나요?
978,- - 그럼 이게 가격이?
979,- - 저건 발목도 길고 칠천 원이면 사겠던데
980,- - 그거 두 개뿐이에요?
981,- - 이거 성인 여성들이 신는 거예요?
982,- - 그 몇 문까지 신을 수 있어요?
983,- - 따뜻하게 신을 수 있는 양말 없을까요?
984,- - 이거 미끄러질 거 같은데?
985,- - 수면양말 이건 얼마예요?
986,- - 어른들 내의류는 얼마 정도에요?
987,- - 안에 뭐 들어가 있나요?
988,- - 여기 구입하면 포장도 해주세요?
989,- - 원하시는 사이즈는요?
990,- - 사이즈는 백오 있나요?
991,- - 이거 얼마예요?
992,- - 좀 진한 색 있음 좋은데
993,- - 여기는 몇 시부터 몇 시까지 열어요?
994,- - 주말에도?
995,- - 머플러 이거는 소재가 뭐에요?
996,- - 크기는 어느 정도 되요?
997,- - 얼만큼 큰데요?
998,- - 이건 캐시미어 백프로에요?
999,- - 비싸겠네?
1000,- - 이거는 삼만이천원이에요?
1001,- - 이게 색깔 종류가?
1002,- - 이게 이십프로 해서 그거에요?
1003,- - 이거 울도 이십 프로 할인해요?
1004,- - 색깔이?
1005,- - 이런 컬러도 안 괜찮아요?
1006,- - 내한테 마음에 드는 브라운 색깔이 아닌데?
1007,- - 할인은 계속하지요?
1008,- - 저기 물어볼 것이 있습니다
1009,- - 네 무엇이 필요하신가요?
1010,- - 혹시 이 옷 다른 사이즈가 있을까요?
1011,- - 아 잠시만요 창고에 가서 찾아보도록 하겠습니다
1012,- - 아 네 그럼 이 옷으로 고르겠습니다
1013,- - 네 금액은 59000원인데 일시불로 하시나요?
1014,- - 한 번 둘러봐도 되죠?
1015,- - 혹시 검은 스키니 바지 있나요?
1016,- - 이 바지 얼마인가요?
1017,- - 하나 주세요
1018,- - 네 결제는 어떻게 도와드릴까요?
1019,- - 요즘 입을 만한 블라우스 추천 좀 해주세요
1020,- - 어느 분이 입으실 건가요
1021,- - 혹시 사이즈가 어떻게 되나요
1022,- - 그럼 이 아이보리 색상 심플한데 어떠세요
1023,- - 아 네 괜찮은 거 같은데 색상이 또 뭐가 있나요?
1024,- - 아 네 그럼 그 색상도 좀 볼까요?
1025,- - 입어볼 수 있을까요?
1026,"- - 네, 몇 개 입어보시겠어요?"
1027,- - 화장을 했는데 괜찮을까요?
1028,- - 죄송하지만 다른 사이즈로 입어보고 싶은데요.
1029,"- - 그럼요, 어떤 사이즈로 가져다 드릴까요?"
1030,"- - 양복 사러 왔는데, 제가 잘 몰라서 그런데 추천해주실 수 있나요 ?"
1031,- - 이 두 모델 다 4계절 내내 입을 수 있는 거에요 ?
1032,- - 그럼 네이비 색상 입어 볼 수 있을까요?
1033,- - 바지가 좀 길어서 그런데 여기서 수선도 맡겨주시나요?
1034,- - 그러면 이 네이비 제품 주시고 바지기장도 좀 줄여주세요.
1035,- - 남녀공용 의류는 어디에 있나요?
1036,- - 색은 검은색밖에 없나요?
1037,- - 그럼 흰색 상품을 주문할 수 있나요?
1038,- - 주문하면 얼마나 기다려야 하나요?
1039,- - 현금영수증 가능한가요?
1040,- - 마네킹에 피팅된 옷 새 제품이 있나요?
1041,- - 이 후드티 사이즈 90이 있나요?
1042,- - 청바지를 좀 사고 싶은데 추천해주실 수 있나요?
1043,- - 이 옷 한 번 입어봐도 되나요?
1044,- - 할부로 결제가 되나요?
1045,- - 몇 개월로 할부해드릴까요?
1046,- - 이 티 색상이 어떻게 나와요?
1047,- - 화이트는 없나요?
1048,- - 그럼 화이트 주문 되나요?
1049,- - 이거 블랙으로 입어봐도 되나요?
1050,- - 좀 끼는것 같지 않아요?
1051,- - 상의 입어볼 수 있나요?
1052,- - 옷 택배로 받을 수 있을까요?
1053,- - 카드 무이자 행사 있나요?
1054,- - 수선 바로 가능한가요?
1055,"- - 교환, 환불은 언제까지 가능하죠?"
1056,- - 올해 봄 신상 나왔나요?
1057,- - 이 원피스 S 사이즈 있나요?
1058,- - 혹시 이 원피스에 어울릴만한 스카프도 있을까요?
1059,- - 이 스카프 다른 색상은 어떤게 있나요?
1060,- - 내일 중요한 일이 있는데 옷 추천해주실 수 있나요?
1061,- - 네 어떤 날이신가요?
1062,- - 그러면 평소 좋아하시는 색상 있으세요?
1063,- - 이 원피스는 어떠세요?
1064,- - 사이즈가 어떻게 되나요?
1065,- - 조금 길이가 긴 스타일이 있을까요?
1066,- - 반팔 티셔츠 어디있나요?
1067,- - 1열은 어디에 있죠?
1068,- - 저를 데려다 주시면 안될까요?
1069,- - 여기가 남자 코너가 맞나요?
1070,- - 남자 반팔 티셔츠가 있는 곳으로 데려다 주시겠어요?
1071,- - 이거 환불 되나요?
1072,- - 네. 영수증이랑 카드 들고 오셨나요?
1073,- - 영수증을 안 들고 왔는데 괜찮나요?
1074,- - 알겠습니다. 후드 티는 어디 있나요?
1075,- - 이 후드 티 다른 치수 있나요?
1076,- - 상품권으로 결제할 수 있나요?
1077,- - 이 원피스 얼마에요?
1078,- - 롯데포인트카드 있는데 추가할인 안되나요?
1079,- - 이거 55사이즈 있나요?
1080,- - 잘 어울리는 것 같아요?
1081,- - 카드결제 무이자 6개월 되나요?
1082,- - 이거 55 있어요?
1083,- - 어디서 입어봐요?
1084,- - 환불은 언제까지돼요?
1085,- - 세일기간에 산 것도 교환 환불돼요?
1086,- - 영수증 챙겨와야하죠?
1087,- - 졸업식에 입을만한 옷이 있을까요?
1088,- - 얌전한 스타일로 추천해주세요
1089,- - 이런 스타일은 어떤가요?
1090,- - 그건 좀 화려한데 좀 더 차분한 스타일은 없나요?
1091,- - 그럼 이런 정장 스타일로 입어보시겠어요?
1092,- - 이걸로 결제해 드릴까요?
1093,- - 네 카드로 결제할게요
1094,- - 내가 입을 만한 옷이 있을까요
1095,- - 몸매가 드러나지 않는 옷으로 골라 주세요
1096,- - 이건 어떠세요
1097,- - 입어봐도 될까요?
1098,- - 가격은 얼마인데요?
1099,- - 후드 티를 사고 싶은데 옷 있나요?
1100,"- - 네, 찾으시는 색깔이 있으신가요?"
1101,- - 큰 사이즈도 있나요?
1102,- - 88사이즈로 하나 갖다 주세요.
1103,- - 입어봐도 되나요?
1104,- - 코트 좀 보러 왔는데요
1105,- - 특별히 찾으시는 종류 있으신가요?
1106,- - 가격대가 어떻게 되나요?
1107,- - 더 저렴한 건 없나요?
1108,- - 다른 곳도 한번 돌아보고 올게요
1109,- - 학생들 교복 속에 입는 하얀티 있나요?
1110,- - 어떻게 다른데요?
1111,- - 얇은 면으로 목부분이 너무 답답하지 않았으면 좋겠어요
1112,- - 네 90사이즈로 5개 주세요
1113,- - 카드로 계산할게요
1114,- - 이 옷 얼마에요?
1115,- - 혹시 더 큰 사이즈도 있나요?
1116,- - 색상은 이거 하나인가요?
1117,- - 안맞으면 교환 환불 가능한가요?
1118,- - 이거 계산해주세요
1119,- - 이 원피스 사이즈 있을까요?
1120,- - 네 사이즈 말씀해주세요
1121,- - 괜찮은가요?
1122,- - 다른 색상도 있나요?
1123,- - 네 그것도 한번 보여주세요
1124,- - 저 회사 면접 때문에 정장 보러 왔습니다
1125,- - 요즘 면접용 정장이 새로 나왔는데 보여드릴까요?
1126,- - 네 보여주세요
1127,- - 한번 입어봐도 될까요??
1128,- - 네 됩니다 사이즈는 어떻게 입으시나요?
1129,- - 이 옷 가격은 얼마인가요?
1130,- - 할인 적용되는 상품인가요?
1131,- - 이 옷은 할인 적용되는 옷인가요?
1132,- - 몇 프로 할인 적용되나요?
1133,- - 할인 적용하면 가격이 어떻게 되나요?
1134,- - 혹시 후드 티 있나요?
1135,- - 이 옷 색상이 한 가지인가요?
1136,- - 이 옷 100사이즈 있나요?
1137,- - 혹시 옷 입어볼 수 있어요?
1138,- - 얼마에요?
1139,- - 청바지 사러 왔습니다
1140,- - 요즘엔 어떤 스타일이 유행하죠?
1141,- - 한번 입어봐도 되나요?
1142,- - 네 허리 몇 입으시죠?
1143,- - 31 정도 되는데 31은 없죠?
1144,- - 그럼 입어보게 31로 가져다주세요
1145,- - 바람막이 점퍼 있나요?
1146,- - 노란색으로 95 사이즈 있나요?
1147,- - 입어봐도 되나요?
1148,- - 좀 작은 것 같지 않나요?
1149,- - 점퍼에 어울리는 모자 있나요?
1150,- - 이 모자는 어떠세요?
1151,- - 이 패딩은 가격이 얼마인가요?
1152,- - 너무 비싼 것 같네요
1153,- - 이 제품도 가격대가 비슷한가요?
1154,- - 그럼 이걸로 구매하겠습니다
1155,- - 사이즈는 괜찮으신가요?
1156,- - 이 후드티 사이즈 더 있나요?
1157,- - 어떤 사이즈 원하세요?
1158,- - 이 맨투맨은 어떠세요?
1159,- - 이거는 xl 사이즈 있나요?
1160,- - 네 한 번 입어보시겠어요?
1161,- - 피팅룸은 어디죠?
1162,- - 트레이닝 바지 좀 보려는데요
1163,- - 혹시 찾으시는 제품 있으세요?
1164,- - 본인이 입으시는 거시죠?
1165,- - 친구분이 성별이 어떻게 되세요?
1166,- - 그럼 요즘 남성분들께서 자주 구매하시는 이 제품 어떠세요?
1167,- - 괜찮아 보이는데 라지 사이즈도 있나요?
1168,- - 셔츠 종류 있나요?
1169,- - 하늘색 스트라이프 셔츠도 있나요?
1170,- - 라인이 들어간 것도 있나요?
1171,- - 제일 큰 사이즈는 어떤 게 있나요?
1172,- - 카드 결제 가능한가요?
1173,- - 양복 맞추려고 하는데요
1174,- - 그래요? 치수 좀 잴게요
1175,- - 예 어느 계절에 입을 거예요?
1176,- - 조끼도 하실 거죠?
1177,- - 네 살 뺄 거라서 약간 작게 만들어주세요
1178,- - 제작하는데 10일 정도 걸려요
1179,- - 혹시 이 옷 색상이 블랙이랑 레드가 전부인가요?
1180,- - 죄송한데 혹시 그럼 다른 매장에 퍼플색 있는지 확인 좀 해주실 수 있을까요?
1181,- - 사이즈는 어떻게 되시죠?
1182,- - 혹시 지금 구매하러 갈 건데 키핑 좀 해달라고 해주실 수 있나요?
1183,- - 여기서 명동점까지 가려면 어떻게 가는 게 제일 빠르죠?
1184,- - 여기가 유튜브에 나온 그 가게 맞나요?
1185,- - 네 언제 입으시려고 하시는 건가요?
1186,- - 아 그럼 정장 처음 맞춰보시나요?
1187,- - 그럼 기본으로 블랙이나 네이비가 제일 무난하세요
1188,- - 그럼 저는 블랙 계열로 맞추고 싶어요
1189,- - 저는 이 스타일이 마음에 드는데
1190,- - 이 티셔츠 라지 사이즈 있나요?
1191,- - 혹시 이거 환불 가능한가요?
1192,- - 어떤 게 저한테 더 잘 어울리나요?
1193,- - 남자 옷은 어느 쪽에 있나요?
1194,- - 옷 입어볼 수 있나요?
1195,- - 바지 좀 사고 싶은데요
1196,- - 어떤 스타일을 찾으시나요?
1197,- - 캐주얼하게 입을 바지가 있나요?
1198,- - 28사이즈로 입어볼 수 있을까요?
1199,- - 이 바지는 얼마인가요?
1200,- - 카드로 결제 가능하죠?
1201,- - 남성 정장을 구입하려는데요
1202,- - 어느 분이 입으실 건가요?
1203,- - 그럼 슬림 핏으로 된 정장을 보여드릴까요?
1204,- - 그럼 점원께서 추천 좀 해주세요
1205,- - 고객님 이 디자인은 어떠신지요?
1206,- - 괜찮은 거 같은데 혹 아들이 마음에 안 든다고 하면 교환 가능한지요?
1207,- - 사이즈는 상의 95 하의는 30으로 상품 포장 부탁드립니다
1208,- - 옷 좀 구경할 수 있을까요?
1209,- - 네 찾으시는 제품 있으세요?
1210,- - 혹시 이 제품 다른 색은 없나요?
1211,- - 입어봐도 될까요?
1212,- - 지금 세일하나요?
1213,- - 신상도 똑같이 세일하나요?
1214,- - 원피스 종류도 있나요?
1215,- - 원피스 중에 잘 나가는 제품 하나만 추천해주세요
1216,- - 사이즈가 따로 있나요?
1217,- - 엄마 생신 선물 드리려고 하는데요
1218,- - 어머님 나이대가 어느 정도 되세요?
1219,- - 이 중에 제일 잘 나가는 건 어떤 거예요?
1220,- - 이건 얼마예요?
1221,- - 포인트 사용하면 할인되나요?
1222,- - 롱패딩 있나요?
1223,- - 얼마예요?
1224,- - 세일하는 건 없나요?
1225,- - 검은색 말고 남색은 없나요?
1226,- - 이 옷 55사이즈 있나요?
1227,- - 검은색으로 사고 싶은데요
1228,- - 다른 색은 어떤 게 있나요?
1229,- - 그럼 흰색 주세요
1230,- - 55사이즈 맞으실까요?
1231,- - 맨투맨은 어느 쪽에 있어요?
1232,- - 맨투맨에 프린트되어있는 디자인은 이게 전부인가요?
1233,- - 이 맨투맨은 컬러가 이렇게 3가지인가요?
1234,- - 그럼 oo 컬러 재입고는 언제인가요?
1235,- - 그럼 나머지 3가지 컬러 중에서 제일 인기 있는 컬러는 뭐예요?
1236,- - 상의도 입어봐도 되나요?
1237,- - 이 옷이랑 같은 제품 검은색도 있을까요?
1238,- - 그러면 비슷한 옷 좀 찾아주실 수 있을까요?
1239,- - 이 옷은 얼마인가요?
