,0
1261,- - 음 실내복 이런 건 한 벌에 얼마씩 해요?
1263,- - 잘 나가는 게 어떤 거예요?
1265,- - 이거는 색깔 두가지예요?
1267,- - 핑크색하고 베이지?
1269,- - 요 밖에 진열된 건 이거밖에 없어요?
1270,- - 한번 입어보시겠어요?
1273,- - 소매가 조금 짧네요?
1275,- - 이거 밖에는 인조 퍼예요?
1277,- - 아 이게 양모예요?
1279,- - 가격도 좀 있겠네요
1281,- - 입다가 수선 가능한가요?
1283,- - 음 현금해도 가격 똑같아요?
1285,- - 가격대가 좀 그러니까 쉽게 결정은 못하겠다
1287,- - 회색 한가지예요?
1289,- - 저거 학생들 입기에 디자인이 괜찮은가요?
1291,- - 얼마예요?
1293,- - 이거는 드라이 해줘야 돼요?
1295,- - 손빨래도 가능한가요?
1298,- - 여기 택에 붙은 가격이에요?
1300,- - 이거는 세일 안하나보네요?
1302,- - 이쪽은 할인되는건가요?
1304,- - 우리 딸 사줄려고 하는데요
1306,- - 이거는 색 베이지밖에 없어요?
1308,- - 이거 제품마다 할인율이 다 다르죠?
1310,- - 이거는 검은색 하나밖에 없어요?
1312,- - 이거 물빨래 해도 되나요?
1314,- - 이거는 봄 신상이죠?
1316,- - 이거는 색깔 베이지 하나밖에 없나요?
1318,- - 이건 좀 너무 얇나요?
1320,- - 이거는 50프로 할인하는 거에요?
1322,- - 이거는 너무 나이들어 보이겠죠? 추천 좀 해 주세요
1323,- - 코트 얇은 거 찾으세요?
1326,- - 얼마인데요 이거는?
1328,- - 오십프로 된거에요?
1330,- - 회색은 어딨어요?
1332,- - 사이즈는 55네요?
1334,- - 요거는 색 검은색만 있어요?
1335,- - 한 번 입어보세요
1338,- - 이게 스판끼가 좀 있네요?
1340,- - 소재가 뭐에요?
1342,- - 내나 뭐 드라이 해야되겠다 그지예?
1344,- - 따뜻한가요 이거?
1346,- - 요거는 연베이지 이거밖에 없어요 색깔?
1348,- - 니트 이것도 핑크색 밖에 없어요?
1350,- - 요건 얼마에요?
1352,- - 여기 일요일도 해요?
1354,- - 이건 얼마에요? 글자에 써진 가격이에요?
1356,- - 여기는 이월 매장이에요? 그러면 재작년거에요?
1358,- - 이런거는 겨울옷인가요?
1360,- - 컬러가 두 가지에요?
1362,- - 이거는 운동복이에요?
1364,- - 이게 그러면 칠만구천원이면 오십프로인가
1366,- - 엉덩이 좀 더 덮는 거 없어요?
1368,- - 이거는 얼마에요?
1370,- - 이거는 봄옷인가요?
1372,- - 이런 바지는 얼마인가요?
1374,- - 이거는 할인 안되죠? 수선도 안되나요?
1376,- - 한 번 입어봐도 될까요?
1378,- - 티셔츠 종류는 뭐가 있나요?
1380,- - 이런거는 얼마에요?
1382,- - 원피스 종류는 어떤 게 있나요?
1384,- - 세탁은 어떻게 하나요?
1386,- - 사이즈는 얼마에요?
1388,- - 행사상품인가요?
1390,- - 이건 얼마인가요?
1392,- - 한 번 입어보세요
1394,- - 남방 종류는 다른 거는 없나요?
1396,- - 봄 조끼 종류는 어디 있어요?
1398,- - 검은조끼는 얼마에요?
1400,- - 세탁은 어떻게 하나요?
1402,- - 여기 앞에 베이지색 니트 원피스 이거는 울인가요?
1404,- - 이것도 입으면 보풀은 일어나죠?
1406,- - 지금 겨울용품 세일하는 건가요?
1408,- - 이거는 지금 가격이 어떻게 돼요?
1410,- - 아 이게 일자라인이죠?
1412,- - 이게 많이 파였어요?
1414,- - 티셔츠 좀 보려구요
1416,- - 아이보리 니트 이거는 길이가 어느 정도 돼요?
1417,- - 긴 티를 찾으세요?
1419,- - 체형이 어떻게 돼요?
1422,- - 위에는 오오사이즈 입어요
1424,- - 밑에 청바지 같은 거 입고 입으면 되겠죠?
1426,- - 롱스커트하고 입어도 괜찮죠?
1427,- - 스커트 어떤 건데요 체크?
1430,- - 이거 그러면 드라이 해야돼요?
1432,- - 이거는 얼마 정도 해요?
1434,- - 이거는 요새 입는 거에요?
1436,- - 이게 연분홍이네요?
1439,- - 그런데 이거 진주인가 이거 빠지지 않아요?
1441,- - 이게 프리 사이즈인가요?
1443,- - 예 현금하면 천원빠진다고 했죠?
1445,- - 요거 스트라이프 베스트 이거 겨울용인가보다 그죠?
1447,- - 이거 옷이 되게 반듯해보인다 모직인가보다 그죠?
1449,- - 아 봄에도 입어도 된다 그죠?
1451,- - 약간 정장스타일이네요 그죠?
1453,- - 알겠습니다 저거는 얼마정도 해요?
1455,- - 현금카드 똑같아요?
1457,- - 이거 봄신상이에요?
1458,- - 코트 말씀이신가요?
1461,- - 체크가 유행인가보네요?
1463,- - 이거 한 사십대 오십대가 입어도 되나요?
1465,- - 이거는 가격대가 어느정도 돼요?
1467,- - 세일해서 이십구만원이요 몇 프로 할인된 거에요?
1469,- - 남자들 보통 무릎까지는 오죠?
1471,- - 여자인 나도 같이 입어도 될거 같은데요?
1473,- - 이 트렌치코트 봄신상이에요?
1475,- - 한 번 입어볼 수 있어요?
1476,- - 사이즈 백 하시면 돼요?
1479,- - 남자들 봄 코트 좀 볼 수 있을까요?
1481,- - 아 이거는 좀 두께가 적당하네 이거는 속겹이 좀 있어요?
1483,- - 백사이즈 한번 줘보세요
1484,- - 백오하셔야 될 것 같은데요?
1487,- - 늘어나는 그런 맛도 없네 스판은 없어요?
1489,- - 봄 자켓 있어요?
1491,- - 내피가 두껍게 있네요?
1493,- - 그런데 이게 구김도 아닌 것이 왜 이렇게 쭈글쭈글해요?
1495,- - 가격은 얼마에요?
1497,- - 좀 더 점잖은 거 없어요?
1498,- - 이게 조금 더 정장스러운 데 어떠세요?
1501,- - 이 가디건 이거는 앙고라 섞인 거에요?
1503,- - 이건 어떨까요?
1505,- - 한 번 입어봐도돼요?
1507,- - 이거는 지금 얼마에요?
1509,- - 아 작년 봄 옷인가보네요
1511,- - 프리사이즈다 그죠?
1513,- - 이거는 원피스 형으로 나온 거에요?
1515,- - 허리 묶는 거에요?
1517,- - 이거는 가격이 얼마에요?
1519,- - 청바지랑 같이 입어도 되겠다 그죠?
1521,- - 남방스타일이다 그죠?
1523,- - 여기 여학생 티셔츠 맞아요?
1525,- - 요즘에는 색상이 어떤 거 많이 입어요?
1529,- - 여학생이죠?
1532,- - 청바지에요 이거는 가격이 어떻게 해요?
1534,- - 이거는요?
1536,- - 음 기장은 이게 더 기네요 그죠?
1538,- - 할아버지들 입는 잠바 보려고 하는데요
1539,- - 음 체격이 어떠세요?
1542,- - 그러면 소재가 패딩이에요?
1544,- - 이거는 가격이 얼만데요?
1546,- - 카키도 있네요?
1548,- - 카키는 얼만데요?
1550,- - 엄마들 입는 잠바 보려는데요
1551,- - 엄마 연세가 어떻게 돼요?
1554,- - 그런 색깔은 별로 안좋아하고 밝은 색 좋아하거든요
1556,- - 저런 티셔츠는 얼마에요?
1558,- - 좀 커보인다?
1560,- - 이거는 앙고라가 섞여 있는 거에요?
1562,- - 바지 같은 거는 어떤 거 있어요?
1564,- - 이 코트 사이즈가 어떻게 돼요?
1565,- - 어떤 거요 앞에 노란코트요?
1568,- - 세일하나요 겨울제품은?
1570,- - 저거는 얼마죠?
1572,- - 세일해서?
1574,- - 니트 종류는 뭐 있어요?
1575,- - 니트는 저 앞 쪽에 있어요 겨울꺼 보시는 거에요?
1578,- - 너무 달라붙는거 말고 없어요?
1579,- - 네 고객님이 입으시면 좀 달라붙는데 완전히 헐렁한 거 찾으세요?
1581,- - 이것도 세일합니까?
1583,- - 목 폴라티 같은 거 있어요?
1584,- - 지금 세일하는 것들 얼마 안남았어요 달라붙는 티를 찾으세요?
1587,- - 색깔은 까만 색은 없나봐요?
1589,- - 삼십프로 하면 얼마에요?
1591,- - 코트는 얼마에요?
1593,- - 신상은 언제 들어와요?
1595,- - 겨울 상품 세일하나요?
1597,- - 요런거 핸드메이드에요?
1599,- - 세일은 얼마나?
1601,- - 아 그래요 이런 거 검은 색 있으면 좋겠다
1603,- - 기장이 좀 큰데?
1605,- - 세일은 그러면 물건 정리될 때까지 계속하실거란거죠?
1607,- - 이거는 핸드메이드에요?
1609,- - 코트 이런 것들은 가격이 얼마에요?
1611,- - 그런데 이런 거는 천이 모직인데 두껍기도 하고 무거울 거 같은데?
1613,- - 안에 솜 들었네요?
1615,- - 짧은거 이런 거는 얼만데요?
1617,- - 모직 코트는 어디 있어요?
1618,- - 모직 코트요?
1621,- - 네이비네요 저런 건 너무 두꺼워 보인다고 해야되나?
1623,- - 모직 코트 있어요?
1625,- - 아 핸드메이드 종류는 없어요?
1627,- - 목티같은 거는?
1628,- - 얇은 것은 있는데 두꺼운 거 찾으세요 혹시?
1631,- - 아이보리색 이거는 가격이 어떻게 되요?
1633,- - 이거 사이즈 좀 안될 거 같다 내가 보니
1635,- - 보기에 이게 천이 좋아보이네
1637,- - 검은색 이거는 좀 작겠죠?
1639,- - 목선이 이렇게 돼 있는거 큰 게 없나요?
1641,- - 이거는 봄신상인가봐요?
1643,- - 핸드메이드 이거는 가격이 어떻게 돼요 검은 색?
1645,- - 혹시 디자인이 버튼이 롱 롱 되있는거 있나?
1647,- - 소매 없는 이런 코트는 어떻게 해요?
1649,- - 이런 목티는 얼마씩 해요?
1651,- - 가격이 좀 세네요
1653,- - 얼마라 그랬어요?
1655,- - 내가 체격이 좀 있어서 혹시 핸드메이드는 없나요?
1657,- - 폴라티인데 좀 두꺼운 폴라티 있나요?
1658,- - 두꺼운거요?
1660,- - 이것은 너무 두꺼울까요?
1662,- - 사이즈는 넉넉하죠?
1664,- - 면티같은 거 이런 거는 가격은 어떻게 돼요?
1666,- - 이게 다 봄옷이에요?
1668,- - 지금 겨울 옷은 없어요?
1670,- - 이런 모직 소재도 봄옷인가요?
1672,- - 찾는 스타일 있으세요?
1674,- - 티셔츠에 프릴 달린 거는 뭐랑 입으면 돼요?
1676,- - 뭐 특별히 찾으시는 게 있으세요?
1678,- - 이런 블라우스 종류 아니면 이런 남방 종류도 잘 나갑니다 어떠세요?
1679,- - 이런 거는 얼마에요?
1681,- - 저처럼 키가 작은 사람들은 어떻게 입어요?
1683,- - 제가 엉덩이가 좀 커서 기장이 좀 길었으면 하는데
1685,- - 여기 밖에 있는 이거 안에 포장된 거 있어요?
1686,- - 사이즈 뭐 필요하신데요?
1688,- - 몇 개 필요하세요?
1689,- - 엠보다 더 작은 거는 있어요?
1691,- - 그러면 세 장하고 카드하면 가격이 얼만데요?
1693,- - 그러면 엠사이즈로 세 장 주세요
1694,- - 누가 입으세요?
1697,- - 피팅룸 있어요?
1699,- - 영수증 드릴까요?
1701,- - 하나는 입고 나머지는 포장해 가실 건가요?
1703,- - 화장실은 어디 있나요?
1705,- - 전부 다 오십 프로에요?
1707,- - 남자 옷 맞죠?
1709,- - 어떤 거 찾으세요?
1711,- - 이런 것도 오십 프로 하나요?
1713,- - 이런 것도 남자들이 입나요?
1715,- - 이 후드티 프린트된 거 말고 있나요?
1717,- - 이거는 칠부인가요?
1719,- - 이거는 봄상품 같은데 할인을 하네요?
1721,- - 이 후드티는 얼마에요? 이거는 정가예요?
1723,- - 이 색 말고는 없나요?
1725,- - 후드 말고는 없나요?
1726,- - 이 제품도 있는데 어떠세요?
1728,- - 이런 조끼는 안에 뭐 들었어요?
1730,- - 이런 거는 다 드라이 맡겨야 되죠?
1732,- - 찾으시는 거 있으세요?
1734,- - 봄 상품으로 찾으세요?
1736,- - 이제 겨울 거는 들어간다고 할인하는 거예요?
1738,- - 이월 상품은 언제 거예요?
1740,- - 아울렛이에요?
1742,- - 골프웨어 좀 길게 나온 게 있나요?
1744,- - 이렇게 치마같이 나온 거는 뭐예요?
1746,- - 그러면 바지 종류는 뭐 있어요?
1748,- - 이렇게 매끌매끌한 거를 뭐라고 해요?
1750,- - 물 빨래 해도 되나요?
1752,- - 지금 이거는 얼마에요?
1754,- - 여기는 브랜드가 뭐에요?
1756,- - 조금 더 저렴한 거는 뭐 있어요?
1758,- - 이런 건 면바지네요?
1760,- - 이것도 여성 제품이에요?
1762,- - 사계절 모자는 없나요?
1764,- - 모자는 가격이 어느 정도 하나요?
1766,- - 할인 같은 거는 없어요?
1768,- - 정장 바지인데요 혹시 기모 들어가 있는 거 있어요?
1770,- - 색상은 뭐 있어요?
1772,- - 이 사이즈는 얼마 정도 하는데요?
1774,- - 혹시 사고 반품은 안되겠죠?
1776,- - 이 코트는 사이즈가 어떻게 돼요?
1778,- - 이거는 얼마예요?
1780,- - 이거 드라이 맡겨도 돼요?
1782,- - 색깔은 뭐 있어요?
1784,- - 저거는 얼마예요?
1786,- - 한 번 입어보세요
1787,- - 이거 현금으로 하면 더 싸요?
1789,- - 저거는 얼마에요?
1791,- - 이거는 뭘로 돼 있는 거예요?
1793,- - 고무줄 자국 안 나는 거 있어요?
1794,- - 누가 입으실 겁니까?
1797,- - 이게 신으면은 흘러내리지는 않아요?
1799,- - 제가 신은 이런 양말은 없나요?
1801,- - 이거는 남자 거예요?
1803,- - 색상이 이렇게 두 개 밖에 없어요?
1805,- - 이거는 얼마예요?
1807,- - 수면양말 긴 거는 없어요?
1809,- - 토시는 어떤 건데요?
1811,- - 실내화 남자 거 저게 제일 큰 거예요?
1813,- - 이거는 얼만데요?
1815,- - 일단 이거만 살게요
1817,- - 엄마들 입을 건데요 좀 밝은 색으로요
1819,- - 기장은 좀 짧고 옆으로 좀 큰 거 있어요?
1820,- - 사이즈는 어떻게 되시는데요?
1822,- - 바지는 어떤 거 있어요?
1823,- - 사이즈가 어떻게 되는데요?
1826,- - 이거는 얼마예요?
1828,- - 네 그러면 살게요
1830,- - 현금영수증 줘요
1832,- - 아들 입을 거 한 번 보려고요
1833,- - 허리 사이즈가 어떻게 되는데요?
1836,- - 그거 한 번 보여줘 보세요
1837,- - 나이가 어떻게 되는데요?
1841,- - 이거는 허리가 몇인데요?
1843,- - 그러면요 샀다가 바꾸러 오면 좀 그렇겠죠?
1845,- - 이거는 얼마예요?
1847,- - 이거 쓰리 엑스라지에요?
1849,- - 이거 겨울 바지예요?
1851,- - 이런 거는 얼마예요?
1853,- - 좀 입어봐도 될까요?
1855,- - 이거는 얼마예요?
1857,- - 이거 드라이해야 해요?
1859,- - 이런 바지는 저한테 사이즈가 몇이면 돼요?
1861,- - 엄마들 거는 어디 있어요?
1863,- - 색깔은 뭐 있어요?
1865,- - 입어볼 수 있어요?
1867,- - 카드 돼요?
1869,- - 환불은 돼요?
1871,- - 교환하려면 영수증 필요해요?
1873,- - 이 티셔츠는 뭔데 두 장에 만 원이에요?
1875,- - 다른 것도 세일해요?
1877,- - 이거는 신상이라서 세일 안 하고요?
1879,- - 이 니트 원피스는 얼마에요?
1881,- - 이게 무릎이 나오지 않을까요?
1883,- - 이거는 드라이해야 돼요?
1885,- - 색깔 뭐 있어요?
1887,- - 와인색은 없나요?
1888,- - 그러면 이만 원짜리 이거 어떠세요?
1890,- - 몸뻬 바지 저런 거는 어떻게 해요?
1892,- - 이거는 색상이 지금 뭐 뭐 있어요?
1894,- - 지금 입기 좋은 통바지 같은 거는 없어요?
1896,- - 이거는 소재가 뭐예요?
1898,- - 얼마예요?
1900,- - 이 티셔츠는 프리에요?
1902,- - 한 번 입어보세요
1904,- - 이 조끼는 얼마예요?
1906,- - 색상이 이거밖에 없어요?
1908,- - 이 코트는 얼마예요?
1910,- - 겨울 옷은 없나요?
1912,- - 이거는 얼마예요?
1914,- - 사이즈는 어떻게 돼요?
1916,- - 짧은 걸 좀 보려고 왔는데
1918,- - 이거는 얼만데요?
1920,- - 이거 입으면 엉덩이가 나오지요?
1922,- - 이런 거는 얼마예요?
1924,- - 엄마들 세타 이런 거 검정으로 있어요?
1926,- - 파란 거 찾는데
1928,- - 이런 거는 사이즈가 프리에요?
1930,- - 이거 사이즈 큰 거 없어요?
1932,- - 사이즈 삼십팔이 입을만한 옷은 뭐가 있어요?
1933,- - 나이가 어떻게 되시는데요?
1936,- - 덧신 이게 다예요?
1938,- - 겨울에 양모 들어간 거 있던데?
1940,- - 좀 더 예쁜 거 하트 들어간 거 있나요?
1942,- - 그럼 이게 가격이?
1944,- - 저건 발목도 길고 칠천 원이면 사겠던데
1946,- - 그거 두 개뿐이에요?
1948,- - 이거 성인 여성들이 신는 거예요?
1950,- - 그 몇 문까지 신을 수 있어요?
1952,- - 따뜻하게 신을 수 있는 양말 없을까요?
1954,- - 이거 미끄러질 거 같은데?
1956,- - 수면양말 이건 얼마예요?
1958,- - 어른들 내의류는 얼마 정도에요?
1960,- - 안에 뭐 들어가 있나요?
1962,- - 여기 구입하면 포장도 해주세요?
1964,- - 원하시는 사이즈는요?
1965,- - 사이즈는 백오 있나요?
1967,- - 이거 얼마예요?
1969,- - 좀 진한 색 있음 좋은데
1971,- - 여기는 몇 시부터 몇 시까지 열어요?
1973,- - 주말에도?
1975,- - 머플러 이거는 소재가 뭐에요?
1977,- - 크기는 어느 정도 되요?
1979,- - 얼만큼 큰데요?
1981,- - 이건 캐시미어 백프로에요?
1983,- - 비싸겠네?
1985,- - 이거는 삼만이천원이에요?
1987,- - 이게 색깔 종류가?
1989,- - 이게 이십프로 해서 그거에요?
1991,- - 이거 울도 이십 프로 할인해요?
1993,- - 색깔이?
1994,- - 이런 컬러도 안 괜찮아요?
1997,- - 내한테 마음에 드는 브라운 색깔이 아닌데?
1999,- - 할인은 계속하지요?
2001,- - 저기 물어볼 것이 있습니다
2002,- - 네 무엇이 필요하신가요?
2003,- - 혹시 이 옷 다른 사이즈가 있을까요?
2004,- - 아 잠시만요 창고에 가서 찾아보도록 하겠습니다
2007,- - 아 네 그럼 이 옷으로 고르겠습니다
2008,- - 네 금액은 59000원인데 일시불로 하시나요?
2011,- - 한 번 둘러봐도 되죠?
2013,- - 혹시 검은 스키니 바지 있나요?
2015,- - 이 바지 얼마인가요?
2017,- - 하나 주세요
2018,- - 네 결제는 어떻게 도와드릴까요?
2021,- - 요즘 입을 만한 블라우스 추천 좀 해주세요
2022,- - 어느 분이 입으실 건가요
2024,- - 혹시 사이즈가 어떻게 되나요
2026,- - 그럼 이 아이보리 색상 심플한데 어떠세요
2027,- - 아 네 괜찮은 거 같은데 색상이 또 뭐가 있나요?
2029,- - 아 네 그럼 그 색상도 좀 볼까요?
2031,- - 입어볼 수 있을까요?
2032,"- - 네, 몇 개 입어보시겠어요?"
2035,- - 화장을 했는데 괜찮을까요?
2037,- - 죄송하지만 다른 사이즈로 입어보고 싶은데요.
2038,"- - 그럼요, 어떤 사이즈로 가져다 드릴까요?"
2041,"- - 양복 사러 왔는데, 제가 잘 몰라서 그런데 추천해주실 수 있나요 ?"
2043,- - 이 두 모델 다 4계절 내내 입을 수 있는 거에요 ?
2045,- - 그럼 네이비 색상 입어 볼 수 있을까요?
2047,- - 바지가 좀 길어서 그런데 여기서 수선도 맡겨주시나요?
2049,- - 그러면 이 네이비 제품 주시고 바지기장도 좀 줄여주세요.
2051,- - 남녀공용 의류는 어디에 있나요?
2053,- - 색은 검은색밖에 없나요?
2055,- - 그럼 흰색 상품을 주문할 수 있나요?
2057,- - 주문하면 얼마나 기다려야 하나요?
2059,- - 현금영수증 가능한가요?
2061,- - 마네킹에 피팅된 옷 새 제품이 있나요?
2063,- - 이 후드티 사이즈 90이 있나요?
2065,- - 청바지를 좀 사고 싶은데 추천해주실 수 있나요?
2067,- - 이 옷 한 번 입어봐도 되나요?
2069,- - 할부로 결제가 되나요?
2070,- - 몇 개월로 할부해드릴까요?
2071,- - 이 티 색상이 어떻게 나와요?
2073,- - 화이트는 없나요?
2075,- - 그럼 화이트 주문 되나요?
2077,- - 이거 블랙으로 입어봐도 되나요?
2079,- - 좀 끼는것 같지 않아요?
2081,- - 상의 입어볼 수 있나요?
2083,- - 옷 택배로 받을 수 있을까요?
2085,- - 카드 무이자 행사 있나요?
2087,- - 수선 바로 가능한가요?
2089,"- - 교환, 환불은 언제까지 가능하죠?"
2091,- - 올해 봄 신상 나왔나요?
2093,- - 이 원피스 S 사이즈 있나요?
2097,- - 혹시 이 원피스에 어울릴만한 스카프도 있을까요?
2099,- - 이 스카프 다른 색상은 어떤게 있나요?
2101,- - 내일 중요한 일이 있는데 옷 추천해주실 수 있나요?
2102,- - 네 어떤 날이신가요?
2104,- - 그러면 평소 좋아하시는 색상 있으세요?
2106,- - 이 원피스는 어떠세요?
2107,- - 사이즈가 어떻게 되나요?
2109,- - 조금 길이가 긴 스타일이 있을까요?
2111,- - 반팔 티셔츠 어디있나요?
2113,- - 1열은 어디에 있죠?
2115,- - 저를 데려다 주시면 안될까요?
2117,- - 여기가 남자 코너가 맞나요?
2119,- - 남자 반팔 티셔츠가 있는 곳으로 데려다 주시겠어요?
2121,- - 이거 환불 되나요?
2122,- - 네. 영수증이랑 카드 들고 오셨나요?
2123,- - 영수증을 안 들고 왔는데 괜찮나요?
2125,- - 알겠습니다. 후드 티는 어디 있나요?
2127,- - 이 후드 티 다른 치수 있나요?
2129,- - 상품권으로 결제할 수 있나요?
2131,- - 이 원피스 얼마에요?
2133,- - 롯데포인트카드 있는데 추가할인 안되나요?
2135,- - 이거 55사이즈 있나요?
2137,- - 잘 어울리는 것 같아요?
2139,- - 카드결제 무이자 6개월 되나요?
2141,- - 이거 55 있어요?
2143,- - 어디서 입어봐요?
2145,- - 환불은 언제까지돼요?
2147,- - 세일기간에 산 것도 교환 환불돼요?
2149,- - 영수증 챙겨와야하죠?
2151,- - 졸업식에 입을만한 옷이 있을까요?
2153,- - 얌전한 스타일로 추천해주세요
2154,- - 이런 스타일은 어떤가요?
2155,- - 그건 좀 화려한데 좀 더 차분한 스타일은 없나요?
2156,- - 그럼 이런 정장 스타일로 입어보시겠어요?
2158,- - 이걸로 결제해 드릴까요?
2159,- - 네 카드로 결제할게요
2161,- - 내가 입을 만한 옷이 있을까요
2163,- - 몸매가 드러나지 않는 옷으로 골라 주세요
2164,- - 이건 어떠세요
2167,- - 입어봐도 될까요?
2169,- - 가격은 얼마인데요?
2171,- - 후드 티를 사고 싶은데 옷 있나요?
2172,"- - 네, 찾으시는 색깔이 있으신가요?"
2175,- - 큰 사이즈도 있나요?
2177,- - 88사이즈로 하나 갖다 주세요.
2179,- - 입어봐도 되나요?
2181,- - 코트 좀 보러 왔는데요
2182,- - 특별히 찾으시는 종류 있으신가요?
2185,- - 가격대가 어떻게 되나요?
2187,- - 더 저렴한 건 없나요?
2189,- - 다른 곳도 한번 돌아보고 올게요
2191,- - 학생들 교복 속에 입는 하얀티 있나요?
2193,- - 어떻게 다른데요?
2195,- - 얇은 면으로 목부분이 너무 답답하지 않았으면 좋겠어요
2197,- - 네 90사이즈로 5개 주세요
2199,- - 카드로 계산할게요
2201,- - 이 옷 얼마에요?
2203,- - 혹시 더 큰 사이즈도 있나요?
2205,- - 색상은 이거 하나인가요?
2207,- - 안맞으면 교환 환불 가능한가요?
2209,- - 이거 계산해주세요
2211,- - 이 원피스 사이즈 있을까요?
2212,- - 네 사이즈 말씀해주세요
2215,- - 괜찮은가요?
2217,- - 다른 색상도 있나요?
2219,- - 네 그것도 한번 보여주세요
2221,- - 저 회사 면접 때문에 정장 보러 왔습니다
2222,- - 요즘 면접용 정장이 새로 나왔는데 보여드릴까요?
2223,- - 네 보여주세요
2227,- - 한번 입어봐도 될까요??
2228,- - 네 됩니다 사이즈는 어떻게 입으시나요?
2231,- - 이 옷 가격은 얼마인가요?
2233,- - 할인 적용되는 상품인가요?
2235,- - 이 옷은 할인 적용되는 옷인가요?
2237,- - 몇 프로 할인 적용되나요?
2239,- - 할인 적용하면 가격이 어떻게 되나요?
2241,- - 혹시 후드 티 있나요?
2243,- - 이 옷 색상이 한 가지인가요?
2245,- - 이 옷 100사이즈 있나요?
2247,- - 혹시 옷 입어볼 수 있어요?
2249,- - 얼마에요?
2251,- - 청바지 사러 왔습니다
2253,- - 요즘엔 어떤 스타일이 유행하죠?
2255,- - 한번 입어봐도 되나요?
2256,- - 네 허리 몇 입으시죠?
2257,- - 31 정도 되는데 31은 없죠?
2259,- - 그럼 입어보게 31로 가져다주세요
2261,- - 바람막이 점퍼 있나요?
2263,- - 노란색으로 95 사이즈 있나요?
2265,- - 입어봐도 되나요?
2267,- - 좀 작은 것 같지 않나요?
2269,- - 점퍼에 어울리는 모자 있나요?
2270,- - 이 모자는 어떠세요?
2271,- - 이 패딩은 가격이 얼마인가요?
2273,- - 너무 비싼 것 같네요
2275,- - 이 제품도 가격대가 비슷한가요?
2277,- - 그럼 이걸로 구매하겠습니다
2278,- - 사이즈는 괜찮으신가요?
2281,- - 이 후드티 사이즈 더 있나요?
2282,- - 어떤 사이즈 원하세요?
2286,- - 이 맨투맨은 어떠세요?
2287,- - 이거는 xl 사이즈 있나요?
2288,- - 네 한 번 입어보시겠어요?
2289,- - 피팅룸은 어디죠?
2291,- - 트레이닝 바지 좀 보려는데요
2292,- - 혹시 찾으시는 제품 있으세요?
2294,- - 본인이 입으시는 거시죠?
2296,- - 친구분이 성별이 어떻게 되세요?
2298,- - 그럼 요즘 남성분들께서 자주 구매하시는 이 제품 어떠세요?
2299,- - 괜찮아 보이는데 라지 사이즈도 있나요?
2301,- - 셔츠 종류 있나요?
2303,- - 하늘색 스트라이프 셔츠도 있나요?
2305,- - 라인이 들어간 것도 있나요?
2307,- - 제일 큰 사이즈는 어떤 게 있나요?
2309,- - 카드 결제 가능한가요?
2311,- - 양복 맞추려고 하는데요
2312,- - 그래요? 치수 좀 잴게요
2314,- - 예 어느 계절에 입을 거예요?
2316,- - 조끼도 하실 거죠?
2317,- - 네 살 뺄 거라서 약간 작게 만들어주세요
2318,- - 제작하는데 10일 정도 걸려요
2321,- - 혹시 이 옷 색상이 블랙이랑 레드가 전부인가요?
2323,- - 죄송한데 혹시 그럼 다른 매장에 퍼플색 있는지 확인 좀 해주실 수 있을까요?
2324,- - 사이즈는 어떻게 되시죠?
2327,- - 혹시 지금 구매하러 갈 건데 키핑 좀 해달라고 해주실 수 있나요?
2329,- - 여기서 명동점까지 가려면 어떻게 가는 게 제일 빠르죠?
2331,- - 여기가 유튜브에 나온 그 가게 맞나요?
2332,- - 네 언제 입으시려고 하시는 건가요?
2334,- - 아 그럼 정장 처음 맞춰보시나요?
2336,- - 그럼 기본으로 블랙이나 네이비가 제일 무난하세요
2337,- - 그럼 저는 블랙 계열로 맞추고 싶어요
2339,- - 저는 이 스타일이 마음에 드는데
2341,- - 이 티셔츠 라지 사이즈 있나요?
2343,- - 혹시 이거 환불 가능한가요?
2345,- - 어떤 게 저한테 더 잘 어울리나요?
2347,- - 남자 옷은 어느 쪽에 있나요?
2349,- - 옷 입어볼 수 있나요?
2351,- - 바지 좀 사고 싶은데요
2352,- - 어떤 스타일을 찾으시나요?
2353,- - 캐주얼하게 입을 바지가 있나요?
2355,- - 28사이즈로 입어볼 수 있을까요?
2357,- - 이 바지는 얼마인가요?
2359,- - 카드로 결제 가능하죠?
2361,- - 남성 정장을 구입하려는데요
2362,- - 어느 분이 입으실 건가요?
2364,- - 그럼 슬림 핏으로 된 정장을 보여드릴까요?
2365,- - 그럼 점원께서 추천 좀 해주세요
2366,- - 고객님 이 디자인은 어떠신지요?
2367,- - 괜찮은 거 같은데 혹 아들이 마음에 안 든다고 하면 교환 가능한지요?
2369,- - 사이즈는 상의 95 하의는 30으로 상품 포장 부탁드립니다
2371,- - 옷 좀 구경할 수 있을까요?
2372,- - 네 찾으시는 제품 있으세요?
2375,- - 혹시 이 제품 다른 색은 없나요?
2377,- - 입어봐도 될까요?
2381,- - 지금 세일하나요?
2383,- - 신상도 똑같이 세일하나요?
2385,- - 원피스 종류도 있나요?
2387,- - 원피스 중에 잘 나가는 제품 하나만 추천해주세요
2389,- - 사이즈가 따로 있나요?
2391,- - 엄마 생신 선물 드리려고 하는데요
2392,- - 어머님 나이대가 어느 정도 되세요?
2395,- - 이 중에 제일 잘 나가는 건 어떤 거예요?
